CustomerID,Recency,Frequency,Monetary,Cluster_KMeans,Cluster_Hierarchical,Cluster_DBSCAN,Cluster,PC1,PC2,PC3
12418,113,1,668.58,0,0,0,0,-0.9011330823596317,0.1155549630180458,-0.23222306575196341
12420,64,1,600.39,0,0,0,0,-0.8774807093833357,-0.2617302321748745,-0.3584667071798078
12421,16,4,807.04,0,0,0,0,-0.2580481553556826,-0.7294784745485885,0.008344479639931873
12422,96,3,803.5600000000001,0,0,0,0,-0.5098694906279604,-0.0870656656399506,0.05964643703713873
12423,1,8,1859.31,0,0,0,0,0.9769505465403139,-0.787681627311027,0.3636613911909231
12424,163,2,1760.96,0,0,0,0,-0.1575143835031979,0.7152464581634723,-0.2817881350955491
12425,78,1,777.2,0,0,0,0,-0.7881518378870739,-0.1121514858856576,-0.38012986979299834
12426,195,1,582.73,0,0,0,0,-1.0628414494366851,0.6938237382774388,0.05242055584424987
12427,22,3,825.8,0,0,0,0,-0.39767165146615,-0.6235871361896078,-0.17695826114715563
12428,26,9,7956.46,1,0,0,1,4.810520998452416,0.9579250602871388,-1.5996311320656962
12429,9,4,3750.4,0,0,0,0,1.5489213071028425,0.0009089491510176906,-1.0933605411354272
12430,43,1,256.4,0,0,0,0,-1.0595854171918317,-0.50701943294957,-0.29706468620226645
12431,36,15,6419.95,1,0,0,1,4.71729115567455,0.2815890418391337,0.17672348315049896
12432,43,5,5059.32,1,0,0,1,2.446112763451275,0.5408274595721995,-1.2717803279699238
12433,1,7,13375.87,1,0,-1,1,7.867541339746634,2.3278172465173856,-4.059396930405535
12434,85,2,806.14,0,0,0,0,-0.6367200633746174,-0.11008324712070239,-0.17219915542537823
12435,80,2,7829.89,1,0,-1,1,3.6596600158544836,1.7186352406299787,-2.7650701001507496
12436,100,1,509.01,0,0,0,0,-0.9812653516357086,-0.022115072621956555,-0.21379921979011451
12437,2,18,4951.41,1,0,0,1,4.2949537066225245,-0.5284350101741657,1.2014814992448688
12438,14,2,2906.85,0,0,0,0,0.7408940641144794,-0.07261388743508096,-1.1622580622346703
12441,367,1,173.55,0,0,0,0,-1.5419588634080426,1.8459321617352578,0.7335500643975885
12442,3,1,172.06,0,0,0,0,-1.0577902701321462,-0.8226227787229738,-0.3895982532425628
12444,21,5,5005.46,1,0,0,1,2.442536000441172,0.36526093845921614,-1.3199314974720124
12445,22,1,133.4,0,0,0,0,-1.1067216907171005,-0.6936180622800396,-0.3167571642027432
12446,58,1,1002.3100000000001,0,0,0,0,-0.6240144656549323,-0.19896887923205167,-0.524477732487972
12447,243,1,476.49,0,0,0,0,-1.1916933577295978,1.017453669016367,0.239585962424973
12448,44,1,449.45,0,0,0,0,-0.9430138186761847,-0.4484190649149112,-0.36481924727790505
12449,22,4,4067.29,0,0,0,0,1.725135906264603,0.18036006402358973,-1.169514540403859
12450,156,2,197.88,0,0,0,0,-1.1028285130230757,0.24881258325627942,0.2701902414525
12451,11,5,9035.52,1,0,-1,1,4.91719944716503,1.3622640571876732,-2.82967321568262
12452,17,2,430.57,0,0,0,0,-0.7754783079117789,-0.7082745359345282,-0.24430103406104345
12453,134,1,707.09,0,0,0,0,-0.9055986144028949,0.2797147200858673,-0.18152613407189597
12454,56,1,3528.34,0,0,0,0,0.9214098133498605,0.45723449266674265,-1.4576039481748588
12455,73,6,2466.86,0,0,0,0,0.9658882488766765,0.0152962044847198,-0.03089785623862093
12456,44,3,3181.04,0,0,0,0,1.0114603642283901,0.16318037732263424,-0.9733215857761649
12457,66,7,2363.23,0,0,0,0,1.0550104900198907,-0.12046503438171774,0.18246170862495592
12458,71,2,947.4,0,0,0,0,-0.5317894213523211,-0.1751888948114991,-0.2672549723584939
12461,94,2,826.88,0,0,0,0,-0.6360469234796153,-0.03860414361467762,-0.15202623686976413
12462,19,2,1189.59,0,0,0,0,-0.31457625974287134,-0.4920336265407135,-0.5166568938877019
12463,53,4,1344.78,0,0,0,0,0.0210661692857399,-0.31545138313602644,-0.07476285817264522
12464,10,8,1212.05,0,0,0,0,0.5696463385861106,-0.8936101066130151,0.6289636156758377
12465,17,2,742.1899999999999,0,0,0,0,-0.5851580966291899,-0.6255144297150178,-0.3586531213569844
12468,188,2,729.5400000000001,0,0,0,0,-0.8207643475219814,0.624574408151179,0.1738786485866679
12472,32,7,6572.11,1,0,0,1,3.670870478651648,0.7481065518499801,-1.4669895897552232
12473,29,5,3928.0499999999997,0,0,0,0,1.7738526652661621,0.13776302243427596,-0.8998684867081105
12474,17,18,7324.09,1,0,0,1,5.724065541633453,0.2116534679214832,0.3771088706139414
12475,54,1,723.38,0,0,0,0,-0.7890389040684529,-0.3023675993172308,-0.4344698665323429
12476,16,11,6816.42,1,0,0,1,4.413744661424281,0.4679951017946864,-0.8182707196600514
12477,23,6,13219.74,1,0,-1,1,7.599782595931471,2.5045429855047328,-4.131128839318411
12478,4,1,680.99,0,0,0,0,-0.7482966886245725,-0.6801309327580829,-0.5732681513794999
12479,11,1,527.2,0,0,0,0,-0.8515515249757505,-0.6696637594909994,-0.49522384608497705
12480,28,4,3281.63,0,0,0,0,1.2373025555546822,0.015684959843121904,-0.8626862698003211
12481,23,10,5579.82,1,0,0,1,3.5060842752092993,0.24781777074078992,-0.5398194317008345
12483,17,8,2484.98,0,0,0,0,1.3377529419406484,-0.5042343307353805,0.18345869439034318
12484,33,6,4527.32,0,0,0,0,2.2776082696893187,0.2693093012362051,-0.9104873145321558
12488,10,3,1298.66,0,0,0,0,-0.09288338944516683,-0.5859661694623395,-0.38752387811605915
12489,336,1,334.93,0,0,0,0,-1.4020852714846215,1.6615581559651045,0.578630746380011
12490,5,10,5417.93,1,0,0,1,3.431198246235878,0.07288105018695479,-0.5359796105381898
12491,39,1,460.40000000000003,0,0,0,0,-0.9296629984244889,-0.48216150039182437,-0.3842728317922018
12492,63,2,263.21000000000004,0,0,0,0,-0.938993654996413,-0.41553708338924694,-0.04088117874357025
12493,166,2,433.74,0,0,0,0,-0.9721046427755524,0.3847534101151856,0.2145097908757993
12494,16,7,1246.1000000000001,0,0,0,0,0.4393611263807544,-0.7836580467852703,0.4380500558952485
12497,82,1,1043.1,0,0,0,0,-0.631085400734744,-0.0122132759860899,-0.46535624644285084
12498,21,3,403.70000000000005,0,0,0,0,-0.6541342851986541,-0.7430186521915949,-0.025151503180639467
12500,23,11,4257.82,1,0,0,1,2.8417652653706362,-0.16020767884921452,0.14224275658034108
12501,337,1,2169.39,0,0,0,0,-0.28303148953609386,2.1560845427076982,-0.09145569200911999
12502,96,5,3723.87,0,0,0,0,1.559864400489342,0.5746540745429962,-0.6181085999865367
12504,18,2,482.04999999999995,0,0,0,0,-0.7453698128916586,-0.6872723587653342,-0.26010506244145587
12506,233,1,73.5,0,0,0,0,-1.4244909617286747,0.8371264210276654,0.3565964442890448
12507,134,3,1304.81,0,0,0,0,-0.25437386750877494,0.3246005115351873,-0.006983454541179351
12508,26,2,397.88,0,0,0,0,-0.8074372483993861,-0.6509853832510066,-0.20452144063147348
12509,284,1,176.5,0,0,0,0,-1.4295485845688072,1.2383166789895637,0.47624035560139644
12510,143,2,982.5699999999999,0,0,0,0,-0.6062591498439271,0.36191932028438223,-0.057891598838347574
12512,66,2,132.18,0,0,0,0,-1.0230174116883168,-0.42834573551071176,0.016462818396086792
12513,113,1,612.29,0,0,0,0,-0.935511892105787,0.10060545278411909,-0.21156688516699285
12514,267,1,1017.68,0,0,0,0,-0.8931477286421304,1.3371056112400677,0.11508064504640864
12515,353,1,383.7,0,0,0,0,-1.3949540305274652,1.7991223349720717,0.6132143703904166
12516,78,2,1312.06,0,0,0,0,-0.31840375472083365,-0.027031659707867306,-0.3794610991882911
12517,28,5,2481.6,0,0,0,0,0.891773869453818,-0.25371558555781293,-0.3721662129800991
12518,1,5,2056.89,0,0,0,0,0.668365664107347,-0.5644230677706127,-0.29966562417641424
12519,64,1,330.84,0,0,0,0,-1.0421068981748824,-0.33331737880047313,-0.25955262871686924
12520,79,5,2634.26,0,0,0,0,0.9170458201079843,0.16066338582062123,-0.27074553719536604
12521,143,1,599.68,0,0,0,0,-0.9831923863744733,0.31715971919541486,-0.11432728654197069
12522,39,2,192.72,0,0,0,0,-0.9500618325380408,-0.610180418984607,-0.08910395163584672
12523,19,11,1789.77,0,0,0,0,1.3397477555145232,-0.8449933565342096,1.0355701827095478
12524,9,8,4485.72,1,0,0,1,2.5703550265012973,-0.03151823591684361,-0.5754295290138298
12526,1,3,1316.66,0,0,0,0,-0.06989628614304566,-0.6471566954863547,-0.4219128285754174
12527,82,3,348.71000000000004,0,0,0,0,-0.7690097719984631,-0.3104863345697962,0.1833391688428183
12528,9,6,1933.48,0,0,0,0,0.7254178755379725,-0.5954858668121478,-0.03274147347727657
12530,60,4,1662.28,0,0,0,0,0.20564912375469968,-0.1798189109144693,-0.16966314957186487
12531,15,1,125.22,0,0,0,0,-1.1023891463287008,-0.7471012627737905,-0.3353649520101871
12532,30,1,349.83000000000004,0,0,0,0,-0.9851993196926856,-0.5774976745021063,-0.3714817300609461
12534,131,1,1089.18,0,0,0,0,-0.6682413353292224,0.35919994068005634,-0.3309991185567777
12535,92,2,716.35,0,0,0,0,-0.7008872496324582,-0.08261894017141408,-0.11764029261509977
12536,43,3,12601.830000000002,1,0,-1,1,6.766488984045984,2.657825691777478,-4.4334621242743975
12538,29,1,363.95,0,0,0,0,-0.9752429733671354,-0.5810777896470405,-0.37975028022688406
12539,22,4,5568.35,1,0,0,1,2.641900094531861,0.579011899726877,-1.7203435762694812
12540,20,17,13400.24,1,0,-1,1,9.287957771076591,1.9042774141655447,-2.0402751629522777
12541,30,3,981.18,0,0,0,0,-0.3134352341635825,-0.5236804204632153,-0.20927991663562218
12544,36,1,372.7,0,0,0,0,-0.9792273933718915,-0.5274432084314324,-0.3613516596415655
12545,75,2,1000.39,0,0,0,0,-0.5047566026589345,-0.13179536822877874,-0.27435188714396413
12546,47,2,1161.5,0,0,0,0,-0.3690458123304678,-0.2942507573659423,-0.4199109026975063
12547,198,2,207.79999999999998,0,0,0,0,-1.1527405352543352,0.5593116650469856,0.39620712341720987
12548,166,1,95.19999999999999,0,0,0,0,-1.3219513592804815,0.3517722915075586,0.14179942545067253
12550,79,1,964.83,0,0,0,0,-0.6748904747387062,-0.05499056260971058,-0.4458955074582525
12551,358,1,168.0,0,0,0,0,-1.533354793851204,1.7784872216766188,0.7078030228523544
12552,39,2,437.82,0,0,0,0,-0.8003683475712141,-0.5450867085860381,-0.17904585714972623
12553,8,10,3692.28,0,0,0,0,2.3732690427965197,-0.36342712243947034,0.1065262036987441
12556,50,2,599.56,0,0,0,0,-0.7162454956117446,-0.42150057940926466,-0.20444015523150974
12557,16,5,11990.960000000001,1,0,-1,1,6.7155551012941785,2.1838209830326427,-3.8987662207126603
12558,8,1,269.96,0,0,0,0,-1.0046615479985337,-0.7599719369756233,-0.41008826895342226
12559,311,2,561.71,0,0,0,0,-1.0871795258624877,1.4816053357909165,0.6151757052969591
12560,5,3,2134.01,0,0,0,0,0.42396522357132693,-0.4007642766953517,-0.7094993186305285
12561,303,1,238.85,0,0,0,0,-1.4167886999048869,1.3941476528268653,0.5120148111203796
12562,8,7,3781.7400000000002,0,0,0,0,1.998650461487122,-0.1688830956134308,-0.5171250922717732
12564,261,1,456.9,0,0,0,0,-1.2276452465520955,1.1441928923726001,0.3023420491067137
12565,289,1,145.92,0,0,0,0,-1.4548883199975688,1.2668457748698883,0.5028973656776575
12566,86,1,351.65,0,0,0,0,-1.0587152419707921,-0.1665282837530658,-0.19927342993190134
12567,23,10,9401.28,1,0,1,1,5.840020077173109,1.2627219345095164,-1.9421425416358415
12569,2,32,4124.69,1,0,-1,1,5.793232660167466,-1.5449931820514988,4.262028940059138
12571,40,2,519.61,0,0,0,0,-0.7517481857647026,-0.5160347951370373,-0.20597244430666128
12572,9,2,1020.42,0,0,0,0,-0.40456957710407204,-0.6102629089423348,-0.4854490082996615
12573,227,1,160.54000000000002,0,0,0,0,-1.3633359564594896,0.8162618762540403,0.30613379600336277
12574,316,1,218.45,0,0,0,0,-1.446572124180339,1.4840212173920801,0.5596327633443035
12576,36,5,1315.83,0,0,0,0,0.16912514736869433,-0.5046801692727472,0.08032138681361278
12577,35,3,626.6,0,0,0,0,-0.5366561981898627,-0.5811993138490528,-0.06372785398287412
12578,21,2,2794.51,0,0,0,0,0.6629545886440646,-0.05113841430663196,-1.0994242505490839
12579,78,1,440.42,0,0,0,0,-0.993838381612606,-0.20159359028398485,-0.2565450679204388
12580,247,1,415.7,0,0,0,0,-1.234151051967772,1.0306294788746924,0.27424176085602336
12581,40,1,197.71,0,0,0,0,-1.091432113245364,-0.544596658987291,-0.28478902477769164
12582,239,2,511.36,0,0,0,0,-1.021980899377395,0.9404656130497875,0.41138278516604465
12583,3,15,7281.38,1,0,0,1,5.287381724767896,0.2684742492016434,-0.2412603588761455
12584,4,9,2338.15,0,0,0,0,1.408486820413107,-0.6954492814187299,0.39414848642367506
12585,234,2,2040.1,0,0,0,0,-0.08164813482623001,1.3098181702527756,-0.16503907666327156
12586,17,1,196.94000000000003,0,0,0,0,-1.0612518154902704,-0.7133936343140286,-0.35550917715839014
12587,8,1,144.0,0,0,0,0,-1.0815909293384827,-0.7934244207039126,-0.36386598246411883
12588,39,1,214.89999999999998,0,0,0,0,-1.0796007812043988,-0.5473614428759069,-0.2941841422627957
12589,29,2,646.68,0,0,0,0,-0.6594819092326618,-0.5629187027707236,-0.2865598750354185
12590,211,2,9864.26,1,0,-1,1,4.7275653792547345,3.2191677771743983,-3.1071958455789415
12591,317,1,452.84999999999997,0,0,0,0,-1.3047462392372,1.5536033272667256,0.4767044046636101
12592,92,2,437.6,0,0,0,0,-0.8711322881249223,-0.15664942476382968,-0.015350181795051127
12593,109,3,418.09999999999997,0,0,0,0,-0.762611314013938,-0.0941448139188874,0.24122682103134757
12594,38,10,3338.2200000000003,0,0,0,0,2.1170498278345535,-0.23755522002487528,0.32906430757759786
12596,51,2,618.27,0,0,0,0,-0.7061510989284783,-0.409201465845787,-0.20821890313991145
12597,19,4,3811.22,0,0,0,0,1.572740454345089,0.09036261538909374,-1.0848083065177194
12598,10,8,3023.08,0,0,0,0,1.6757230096569884,-0.4126363720429618,-0.03561202342167874
12599,29,7,1032.58,0,0,0,0,0.29163071794865747,-0.7450733331061086,0.5565353308153798
12600,29,10,2599.04,0,0,0,0,1.6775933858605347,-0.4998377723222008,0.5725301593091796
12601,190,5,577.0600000000001,0,0,0,0,-0.48730015371128177,0.4279537317795845,0.8268299150390924
12602,59,1,153.12,0,0,0,0,-1.1439852489092788,-0.41716683321209863,-0.20977186270769133
12603,22,1,739.1999999999999,0,0,0,0,-0.7367326528023572,-0.5327295687694196,-0.5390615557176686
12604,79,2,254.18,0,0,0,0,-0.9658308145060943,-0.3006535485025912,0.01182566109256697
12607,60,1,1579.51,0,0,0,0,-0.27415798842306455,-0.03101576430852565,-0.7301129180570475
12609,78,3,1126.85,0,0,0,0,-0.28843448722192455,-0.13314817806984625,-0.11455541343311777
12610,23,5,2099.54,0,0,0,0,0.6650959809057888,-0.39183370085415303,-0.24740083263919468
12611,52,1,1193.32,0,0,0,0,-0.49936035132005596,-0.19222104917850732,-0.6130932160093865
12612,74,1,704.0400000000001,0,0,0,0,-0.8275033738051887,-0.16090176538041032,-0.365631371024603
12613,57,5,3344.38,0,0,0,0,1.3800656651964383,0.1879948364346823,-0.5992468371523452
12614,278,1,315.6,0,0,0,0,-1.3365982189268233,1.231278240145557,0.4066737676949368
12615,2,4,2291.19,0,0,0,0,0.6670452121953852,-0.43793910895038446,-0.5794983038192291
12616,95,2,713.3,0,0,0,0,-0.7067479210283422,-0.06143863653274495,-0.10725984124315512
12617,29,1,352.98,0,0,0,0,-0.9819428408909464,-0.583991204592256,-0.3757247286010691
12618,22,1,177.31,0,0,0,0,-1.079903898285875,-0.6819564350927644,-0.33287037950716775
12619,16,9,3641.24,0,0,0,0,2.188350311255591,-0.2614130674755032,-0.04698857754326108
12620,15,3,1339.41,0,0,0,0,-0.07465871735583862,-0.5384932369327703,-0.38704212760856604
12621,2,20,13689.67,1,0,-1,1,9.917968751810612,1.6784171347960253,-1.6112286956102042
12622,232,1,180.1,0,0,0,0,-1.3580529610182523,0.8581071640535174,0.31439142973337364
12623,276,1,305.1,0,0,0,0,-1.3403457694728458,1.2138294323736791,0.40435269926680495
12624,106,2,641.13,0,0,0,0,-0.7654843227146924,2.562483770773838e-05,-0.0468185166454137
12625,212,2,2683.82,0,0,0,0,0.34081827329038683,1.319515094671549,-0.46917423004284725
12626,23,9,6620.48,1,0,0,1,3.9985764182157837,0.581124882984677,-1.1186410826614268
12627,11,7,4478.53,1,0,0,1,2.4202132438618777,0.03816086484014808,-0.7635579544650402
12628,4,3,786.46,0,0,0,0,-0.3977109379561581,-0.7659770015441586,-0.21808939274145078
12630,10,2,1270.88,0,0,0,0,-0.2529351349656361,-0.5364155808343107,-0.574270745203745
12631,57,1,640.5,0,0,0,0,-0.8436553115104477,-0.3023885641449743,-0.3947949952616916
12633,59,4,2163.98,0,0,0,0,0.5133922893382072,-0.05390742542238108,-0.3568540754638633
12635,90,2,1689.18,0,0,0,0,-0.10407137883033846,0.16108524367737176,-0.4808041760124816
12637,67,8,6002.9,1,0,0,1,3.419671672260762,0.7965610031197425,-0.953123644469777
12638,33,1,671.69,0,0,0,0,-0.7926229849662861,-0.47002770360273133,-0.4803302649008113
12639,239,1,486.1,0,0,0,0,-1.1804935686754392,0.9906854638165532,0.2237111787805417
12640,24,3,1174.58,0,0,0,0,-0.18732144039553295,-0.516297853698726,-0.29877243464980774
12641,115,1,185.9,0,0,0,0,-1.1985925204547336,0.002024920955708387,-0.04892464538039984
12642,25,3,1013.26,0,0,0,0,-0.28717938193575837,-0.551811146022863,-0.2364873667701078
12643,128,6,3344.64,0,0,0,0,1.42869274099352,0.651573131536817,-0.1832189461289697
12644,130,1,477.91,0,0,0,0,-1.0402385123141729,0.18952861563646473,-0.10977453004737862
12645,34,4,1775.18,0,0,0,0,0.30925065311387934,-0.34041770663104004,-0.29135687281836914
12646,5,2,1346.97,0,0,0,0,-0.19980041585331576,-0.5528581211853049,-0.6176281066465366
12647,22,12,3722.82,1,0,0,1,2.6594348362971854,-0.3665516079544267,0.5324203198952225
12648,155,1,318.05,0,0,0,0,-1.1711879714056308,0.33032565675014713,0.02606456220408837
12649,107,3,623.51,0,0,0,0,-0.6344930125028918,-0.05425219773256457,0.1596754106223845
12650,3,1,314.44,0,0,0,0,-0.9708324635651255,-0.7848094678843438,-0.4418460235692301
12651,335,1,114.0,0,0,0,0,-1.5356844275721784,1.5955534115701353,0.6566161533378486
12652,331,1,919.98,0,0,0,0,-1.038106015005038,1.7802853212218441,0.34850540358126625
12653,149,2,2209.85,0,0,0,0,0.1352995991161806,0.7318412516391861,-0.48973186876972863
12654,11,5,601.98,0,0,0,0,-0.2335389992124961,-0.8775172989720417,0.26509895007635104
12656,17,5,4051.17,0,0,0,0,1.865039134417713,0.08249996519257058,-0.982093499701395
12657,11,4,1643.18,0,0,0,0,0.25928294584165057,-0.5440667734127109,-0.3139208593052023
12658,19,1,686.05,0,0,0,0,-0.7651958241446848,-0.5688354804227749,-0.5288188529081361
12659,30,1,91.68,0,0,0,0,-1.1428630208113568,-0.6460572066905622,-0.27675099604051356
12660,11,1,245.1,0,0,0,0,-1.0238425576527876,-0.7445839377995929,-0.39170441913489373
12662,1,11,3849.78,1,0,0,1,2.621875003765876,-0.4298374000803743,0.2240614936262158
12664,8,9,4881.88,1,0,0,1,2.956725476504592,0.009435506845472619,-0.5269504754431505
12665,325,1,63.0,0,0,0,0,-1.5535060635032285,1.5087077430314222,0.6444603711389645
12667,58,1,620.13,0,0,0,0,-0.8574288111654254,-0.30046832533619294,-0.38423294485315157
12668,12,4,3807.15,0,0,0,0,1.5795831587629203,0.03797094957399699,-1.1049243000846984
12669,151,3,2744.0299999999997,0,0,0,0,0.6019671089527634,0.8314406987987439,-0.48263941650292297
12670,10,5,2996.05,0,0,0,0,1.22995879773239,-0.24902978432067285,-0.616516144470483
12672,330,1,225.89999999999998,0,0,0,0,-1.4606789467435704,1.5886212986747623,0.6001179529050444
12673,5,2,610.52,0,0,0,0,-0.6495832269664105,-0.7484446696268634,-0.3473803860602592
12674,39,4,1970.6,0,0,0,0,0.42193918207721426,-0.2518674824354298,-0.34763283151459595
12676,25,6,1331.39,0,0,0,0,0.3363725634602528,-0.6381073335124984,0.23759468697926622
12678,42,12,17628.46,1,0,-1,1,11.12557576963414,3.4731133913265904,-4.508652385913488
12679,59,4,1113.02,0,0,0,0,-0.1284757847570035,-0.3330216069012872,0.02880624693053435
12680,1,4,862.81,0,0,0,0,-0.20399742991091885,-0.8246186824793884,-0.05842699799262838
12681,15,22,13787.54,1,0,-1,1,10.246588608222241,1.6858440573116054,-1.21312907324508
12682,4,31,12279.82,1,0,-1,1,10.628183191744403,0.6924366092825893,1.0786552505767188
12683,4,15,8476.57,1,0,1,1,6.01600484929193,0.5932231726782512,-0.6767602532511685
12684,8,7,2283.63,0,0,0,0,1.083687969591354,-0.566751469686054,0.03262141147934111
12685,28,6,2863.08,0,0,0,0,1.2678459561932451,-0.20933045257028157,-0.31521311162174503
12686,372,1,89.14,0,0,0,0,-1.600174977032497,1.8601650747075655,0.779960533363332
12688,114,1,4873.8099999999995,0,0,0,0,1.6658555153979677,1.2397109531944008,-1.7722873553656564
12689,26,2,1247.61,0,0,0,0,-0.28846929662108495,-0.4253139081919456,-0.5163383944148633
12690,206,1,389.01,0,0,0,0,-1.1958138490737402,0.7230067246623917,0.15746587316011468
12691,28,6,1035.8,0,0,0,0,0.15184468646585603,-0.6946198656143323,0.35532562810653656
12693,127,4,855.91,0,0,0,0,-0.37612339117378707,0.09714239225539262,0.3330764029245076
12694,70,2,869.67,0,0,0,0,-0.5779299603560366,-0.20316255259253502,-0.2418182429591531
12695,7,4,582.1,0,0,0,0,-0.383435328829738,-0.8551890577093981,0.06310480101060989
12697,29,3,957.59,0,0,0,0,-0.32651006416646555,-0.537275565469961,-0.20371040373779692
12700,8,4,4939.99,0,0,0,0,2.2767895292911247,0.3095104079032913,-1.532979608128782
12701,80,2,797.71,0,0,0,0,-0.6352054721668101,-0.14897262714075823,-0.18454105438741475
